question,answer_llm,answer_orig,document
"If I switch away from OpenAI for this homework, how do I find the prompt token number from the API response?","Check the provider’s **response object** for its usage fields.

For OpenAI-compatible APIs, it’s often something like:

- `response.usage.input_tokens`
- or `response.usage.prompt_tokens`

depending on the API style.

If your provider doesn’t expose token usage, use that provider’s **native tokenizer** as an approximation. Do **not** use `tiktoken` or `cl100k_base` as a generic tokenizer for non-OpenAI models.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I do if my model provider does not include any token usage information in the response object?,"If your provider does not expose token usage in the response object, use that provider’s native tokenizer as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Why shouldn't I rely on tiktoken or cl100k_base when checking tokens for Gemini, Mistral, Hugging Face, or Groq?","Because tokenization is **model-specific**, not universal.

`tiktoken` and `cl100k_base` are designed around OpenAI-style tokenization, so they can give the wrong count for Gemini, Mistral, Hugging Face, Groq, and other providers. Their models may split text differently, and some APIs also add their own formatting/metadata tokens.

For this course, you should:

- use the **token count reported by the model response object** when available, or
- use the provider’s **native tokenizer** if usage data isn’t exposed.

So the short answer is: **don’t rely on `tiktoken` or `cl100k_base` as a generic tokenizer because they won’t match other providers’ tokenization.**","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Why do similar inputs usually end up with nearby numbers after embedding, and how does that help with semantic comparison?",I don't know.,"Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"How would you explain embeddings in simple terms for non-numeric content, and why are they useful for preserving meaning?","Embeddings are a way to turn text, images, or other non-numeric content into numbers that computers can work with, while keeping the original meaning and context intact.

In simple terms:

- Similar things get similar number patterns.
- Different things get more distant number patterns.

So if two sentences mean almost the same thing, their embeddings will be close together in “vector space.”

Why this is useful:

- Computers can compare meanings mathematically.
- You can search for similar content, even if the exact words are different.
- It helps preserve semantic similarity, not just keywords.

A simple analogy: it’s like giving each piece of text a coordinate on a map, where nearby points mean similar meaning.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"Which related ideas should I study alongside embeddings, such as vector space models or dimensionality reduction, to understand them better?","You should study **vector space models** and **dimensionality reduction** alongside embeddings. These are the related concepts mentioned in the context for understanding embeddings better.

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
What is the role of embeddings in turning text or other unstructured data into a form that search algorithms can work with?,"Embeddings convert text or other unstructured, non-numerical data into numerical vectors while preserving meaning and context. This lets search algorithms compare items mathematically, so similar texts end up with similar vectors and can be found using semantic similarity methods.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings make it possible to measure similarity between pieces of content using math rather than just exact matches?,"Embeddings turn content into numerical vectors that preserve meaning and context. That means instead of relying on exact word matches, you can compare the vectors mathematically: similar pieces of content end up with vectors that are close together, and you can measure that closeness with things like cosine similarity or dot product.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How can I tell whether my repo is accessible to the grader before resubmitting the homework?,"Open your repo URL in a private/incognito browser window.

- If it loads there, the grader should be able to access it too.
- Make sure the repo is **public**.
- Submit the **plain repo URL** like `https://github.com/you/repo`, not `...repo.git`.
- Double-check there’s no typo in the link.

","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"Why would my homework link be marked as invalid if the checker gets a 404 or 500 when opening my repository URL, and what should I verify first?","Because the checker does a `GET` request to your submitted repo URL and expects an HTTP `200` response. If it gets `404` or `500`, it treats the link as not publicly reachable and marks it invalid.

First, verify that the repository is:

- **Public** (not private)
- Using the **plain repo URL** without `.git`  
  - Good: `https://github.com/you/repo`
  - Bad: `https://github.com/you/repo.git`
- **Typed exactly right** with no URL typo

A quick first test: open the URL in an **incognito/private browser window**. If it loads there, it should work for the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"Could a repository ending with .git cause the submission to fail, and if so, what form of the URL should I use instead?","Yes. If your repository URL ends with `.git`, that can cause the submission to fail.

Use the plain repository URL instead, for example:

`https://github.com/you/repo`

not:

`https://github.com/you/repo.git`","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
How can I stop the warning about the model being made on sentence-transformers v3.0.0 beta or earlier?,"To suppress that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Is making the repository public enough to solve a failed homework submission caused by a bad HTTP response, or do I need to check the exact URL too?","No — making the repository public is necessary, but you should also check the exact URL.

The checker expects a **publicly reachable URL that returns HTTP 200**. Common issues are:

- the repo is still private
- you included `.git` at the end
- there’s a typo in the link

A good test is to open the URL in an **incognito/private window**. If it loads there, it should work for the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What should I install or upgrade to get rid of the sentence-transformers compatibility warning?,"Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What command can I run to avoid seeing the warning from multi-qa-mpnet-base-dot-v1?,"Run:

```bash
pip install sentence-transformers>=3.0.0
```

This upgrades `sentence-transformers` and suppresses the warning.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Why does this warning appear, and how do I update my environment so it goes away?","This warning appears because your installed `sentence-transformers` version is older than 3.0.0, while the model was created with v3.0.0 beta.

To update your environment so the warning goes away, upgrade `sentence-transformers`:

```bash
pip install sentence-transformers>=3.0.0
```

After upgrading, the warning should be suppressed.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
In what situation does the vector dot product match cosine similarity exactly?,"The vector dot product matches cosine similarity exactly when **both vectors are normalized to unit length**.

In that case, their magnitudes are 1, so cosine similarity reduces to just the dot product.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"What are the common reasons a GitHub link works for me but not for the homework validator, and how do I fix them?","Common reasons are:

1. **The repo is not actually public**
   - The validator can’t access private repos.
   - **Fix:** Make the repo public.

2. **You pasted a GitHub page URL instead of the repo URL**
   - For example, a branch file URL, folder URL, or `blob` page may not be what the validator expects.
   - **Fix:** Submit the public repository link, or the exact link format requested by the homework form.

3. **The required files aren’t in the repo**
   - For Module 3, you need the **Kestra flow YAML files** you created or edited.
   - If your repo only has a README or incomplete files, the validator may not find anything usable.
   - **Fix:** Commit the flow YAML files, and any scripts they call, into the repo.

4. **The files are in the wrong place or not committed**
   - If you made changes in Kestra but didn’t download and push them, the validator won’t see them.
   - **Fix:** Put the flows in a folder like `module-3/flows/`, commit, and push to GitHub.

5. **You submitted form answers in the repo instead of the form**
   - The homework form fields like Q1, Q2, etc. are separate from the repo submission.
   - **Fix:** Enter answers directly in the form, and use the repo only for the link and files.

If you want, I can also explain the exact expected submission format for the Module 3 Kestra homework.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Is there a version of sentence-transformers I need in order to suppress that model warning?,"Yes — to suppress that warning, upgrade `sentence-transformers` to version **3.0.0 or higher**.

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson rely on a plain dot product for similarity instead of an explicit cosine formula?,"Because the lesson assumed the embeddings were already normalized to unit length. In that case, a plain dot product is mathematically the same as cosine similarity, so there was no need to write the cosine formula explicitly.

In the homework, the embeddings are not necessarily normalized, so normalization has to be handled explicitly to make the dot product equal cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Why do the homework embeddings require manual normalization before comparing them?,"Because the homework embeddings (like TF-IDF + SVD) are **not normalized by default**. Without normalization, a plain dot product does **not** equal cosine similarity, so you need to normalize the vectors first to compare them fairly.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
How do TF-IDF plus SVD vectors differ from the embeddings used in the lecture with respect to length normalization?,"TF-IDF + SVD vectors are **not normalized by default**, so their lengths can vary and you usually need to normalize them before using dot product as cosine similarity.

The embeddings used in the lecture were assumed to be **already unit-normalized**, so their length was effectively 1 and the dot product directly matched cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
What changes when embeddings are not unit length and you want cosine-based retrieval?,"If embeddings are **not unit length**, the dot product is **no longer the same as cosine similarity**.

So for cosine-based retrieval, you need to **normalize the embeddings and the query vector to unit length first**, and then use the dot product. If you don’t normalize, vectors with larger magnitude can get higher scores even if they’re not more semantically similar.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
How do we measure how close two non-zero vectors are in text embeddings or document comparisons?,"We measure their closeness using **cosine similarity**.

It computes the cosine of the angle between two non-zero vectors, which tells us how aligned they are:
- **1** = identical direction
- **0** = orthogonal, no similarity
- **-1** = opposite directions

In text embeddings or document comparisons, this is commonly used to compare how similar two pieces of text are.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine-based scoring useful when comparing documents represented by word counts or TF-IDF?,"Cosine-based scoring is useful because it compares the **direction** of document vectors rather than their raw size. With word counts or TF-IDF, that means it measures how similar two documents are based on their terms, while being less affected by document length.

When the vectors are normalized, cosine similarity is just the dot product, which makes it efficient to compute.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
What does the cosine of the angle between two vectors tell us in vector search or text analysis?,"It tells us how aligned the two vectors are — in text analysis, that means how similar two documents or texts are in meaning or content.

- A cosine close to **1** means the vectors point in the same direction, so they are very similar.
- A cosine near **0** means they are orthogonal, so they have little or no similarity.
- A cosine of **-1** means they point in opposite directions, so they are completely dissimilar.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What do the values -1, 0, and 1 mean when using this similarity metric?","- **1** means the vectors are **identical** in direction.
- **0** means the vectors are **orthogonal**, so they have **no similarity**.
- **-1** means the vectors are **completely opposite**.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"In vector search for the course project, should I store only the answer text, only the question, or both together when creating embeddings?","There’s no single right answer — it’s something to **experiment with on your dataset**.

The course suggests trying these three options for embeddings:

- **Answer/text only**  
- **Question only**  
- **Question + text together**

Often, **question + text** works best, but it’s a bit longer and slightly more expensive. The best choice is whichever gives you the best **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why can embedding just the answer still retrieve relevant results for a user query?,"Because the embedding model can capture semantic similarity between a question and its answer. So even if you index only the answer text, a user query about that topic can still be close in vector space and retrieve the relevant result.

That said, it’s not guaranteed to be best for every dataset — the course suggests testing:
- answer only
- question only
- question + answer

and choosing the one with the best retrieval quality.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"In a text retrieval setting, how does this method capture whether two documents are similar or unrelated?","This method uses **cosine similarity** to measure how similar two document vectors are.

- If the vectors point in the **same direction**, the cosine similarity is close to **1**, meaning the documents are very similar.
- If they are **orthogonal**, the similarity is **0**, meaning they are unrelated.
- If they point in **opposite directions**, it is close to **-1**, meaning they are completely opposite.

So in text retrieval, it captures similarity by comparing the angle between the documents’ vector representations.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Why would embedding only the question work well in a search setup, and what is the tradeoff versus combining question and text?","Embedding only the **question** can work well because in that setup your **user query is usually phrased like the indexed questions**. So the embedding space matches the thing you’re searching against, which can give good retrieval results.

The tradeoff versus combining **question + text** is:

- **Question only**: shorter, cheaper, simpler
- **Question + text**: often gives the **best hit rate / MRR**, but it’s **longer input** and therefore slightly more expensive

So the practical choice is to test both on your dataset and pick whichever performs best.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"What are the three embedding strategies shown in the vector search lesson, and when might each one make sense?","The three embedding strategies shown in the vector search lesson are:

1. **Use existing pretrained embeddings**
   - Example: OpenAI embeddings or other model-produced embeddings.
   - Makes sense when you want a ready-made solution and don’t need to train your own embedding model.

2. **Train or use a domain-specific embedding model**
   - Example: embeddings tuned for a specific task or domain.
   - Makes sense when generic embeddings don’t capture your data well enough, such as in specialized technical, medical, or legal text.

3. **Use classic feature-based embeddings**
   - Example: TF-IDF, possibly followed by SVD/dimensionality reduction.
   - Makes sense when you want a simpler, lighter, more interpretable approach, or when you don’t have access to a neural embedding model.

I don’t know if you mean a different set of three strategies from a specific slide or code example.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How does normalizing embeddings to unit length make cosine scoring equivalent to a dot product with the query?,"If embeddings are normalized to unit length, each vector has magnitude 1. Cosine similarity is

\[
\cos(\theta) = \frac{q \cdot d}{\|q\| \, \|d\|}
\]

So when both the query \(q\) and document embedding \(d\) are unit length, \(\|q\| = \|d\| = 1\), and the formula becomes:

\[
\cos(\theta) = q \cdot d
\]

That is why cosine scoring becomes equivalent to a dot product with the query.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"How should I decide which embedding input to use for my dataset: question, answer, or question plus answer text?","There’s no single right answer — it’s something to **test on your dataset**.

The course suggests three options:

- **Embed the answer only** (`text`) — often works well because the model captures semantic similarity between questions and answers.
- **Embed the question only** — good if user queries are similar to the stored questions.
- **Embed `question + "" "" + text`** — often the best, but it makes the input longer and slightly increases cost.

The recommended approach is to **try all three and choose the one with the best retrieval metrics** on your ground-truth set, such as **hit rate** or **MRR**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"If the query and document vectors all have length one, why does their alignment score no longer depend on magnitude?","Because when vectors are normalized to length 1, their magnitudes are fixed and equal, so only the angle between them matters. The alignment score becomes just the dot product, which depends on direction, not magnitude.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why can similarity search be implemented as a single matrix multiply after vectors are normalized?,"Because after normalization, every vector has unit length, so cosine similarity becomes just the dot product.

That means for a query vector \(q\) and a matrix of document vectors \(X\):

- normalize \(q\) and each row of \(X\)
- compute \(X \cdot q\)

This is exactly a single matrix multiplication, which efficiently gives the similarity score for every document at once.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What role does vector normalization play in turning cosine comparison into an efficient linear algebra operation?,"Vector normalization makes cosine similarity independent of vector length.

When all embeddings are normalized to unit length, cosine similarity becomes just the dot product. That means you can compute it efficiently with a single matrix multiplication between the document matrix and the query vector, instead of calculating angles one by one.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why is cosine-based retrieval faster to compute once both the documents and the query are normalized?,"Because once both vectors are normalized to unit length, cosine similarity becomes just a dot product. That means we can compute all similarities with a fast matrix multiplication, without having to calculate or divide by vector magnitudes for each pair.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why does the course recommend starting Module 2 in its own codespace instead of adding everything to the one I used before?,"The course recommends a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated lets you stop or delete that codespace later without leaving the extra “weight” in your Module 1 environment.

It’s also quick to set up, and you should commit your work since you may delete the Module 2 codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I create another codespace for the vector search module, will it be tied to my existing repo or does it need a new repo setup?",It’s tied to your existing repo. You just create a new codespace from that repo — no new GitHub repo setup is needed.,"Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I work in a temporary codespace for this module, do I still need to save my changes by committing them somewhere?","Yes — even in a temporary Codespace, you should commit your work to your GitHub repository. Uncommitted changes may be lost if you delete or recreate the Codespace.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"What is the practical reason for isolating Module 2 work in a different codespace, and can I just remove it afterward?","The practical reason is that Module 2’s vector-search dependencies are fairly heavy, so isolating them in a separate codespace keeps your Module 1 environment clean. If you’re done, you can simply stop or delete that codespace later.

Yes — you can remove it afterward, but make sure you commit your work first, since deleting the codespace can lose uncommitted changes.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"For Module 2, should I make a fresh GitHub repository or can I reuse my current one with a separate codespace?","Just use a separate **codespace**. You can reuse your existing GitHub repository for Module 2.

A separate codespace is recommended because the vector-search dependencies are heavier, and it’s easier to stop or delete that environment when you’re done. Also, make sure to **commit your work** to the repo in case you delete the codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
